City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
75,Suleja,NG,9.1758,7.1808,92.5,15,100,3.47,overcast clouds,2022-01-04 15:08:23
76,Guanica,PR,17.9716,-66.908,85.42,57,1,11.01,clear sky,2022-01-04 15:08:23
77,Hohhot,CN,40.8106,111.6522,20.53,46,25,2.21,scattered clouds,2022-01-04 15:08:23
78,Saint-Joseph,RE,-21.3667,55.6167,81.21,83,46,7.92,scattered clouds,2022-01-04 15:08:24
79,Tigil,RU,57.8,158.6667,19.71,93,100,4.14,overcast clouds,2022-01-04 15:08:24
80,Lata,PT,40.1629,-8.3327,53.92,90,96,9.78,overcast clouds,2022-01-04 15:08:24
81,Rocha,UY,-34.4833,-54.3333,98.85,27,97,9.82,overcast clouds,2022-01-04 15:08:25
82,Iqaluit,CA,63.7506,-68.5145,5.7,77,100,20.0,light snow,2022-01-04 15:08:25
83,Kingston,JM,17.997,-76.7936,83.16,44,1,1.01,clear sky,2022-01-04 15:07:01
84,Aklavik,CA,68.2191,-135.0107,-31.47,99,16,6.26,few clouds,2022-01-04 15:08:26
85,Curuca,BR,-0.7289,-47.8481,82.09,78,98,1.97,overcast clouds,2022-01-04 15:08:26
86,Hilo,US,19.7297,-155.09,69.39,89,1,5.75,light rain,2022-01-04 15:08:27
87,New Iberia,US,30.0035,-91.8187,39.2,87,1,4.61,clear sky,2022-01-04 15:08:28
88,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.29,86,100,11.41,overcast clouds,2022-01-04 15:08:28
89,Dikson,RU,73.5069,80.5464,-27.83,89,99,16.42,overcast clouds,2022-01-04 15:08:28
90,Cabo San Lucas,MX,22.8909,-109.9124,67.51,86,1,6.91,clear sky,2022-01-04 15:08:28
91,Atuona,PF,-9.8,-139.0333,78.06,77,27,15.95,light rain,2022-01-04 15:08:29
92,Lonevag,NO,60.5262,5.4937,40.21,93,100,13.0,light rain,2022-01-04 15:08:29
93,Clyde River,CA,70.4692,-68.5914,-3.93,76,100,16.73,overcast clouds,2022-01-04 15:08:30
94,Praya,CV,14.9215,-23.5087,81.14,47,20,18.41,few clouds,2022-01-04 15:05:09
95,Leningradskiy,RU,69.3833,178.4167,25.23,79,100,6.17,overcast clouds,2022-01-04 15:08:30
96,Thompson,CA,55.7435,-97.8558,-23.1,97,41,5.14,scattered clouds,2022-01-04 15:08:31
97,Marsa Matruh,EG,31.3525,27.2453,62.78,52,0,9.44,clear sky,2022-01-04 15:08:31
98,Boryslav,UA,49.2867,23.4324,44.22,86,100,17.38,light rain,2022-01-04 15:07:38
99,Soeng Sang,TH,14.4264,102.4606,76.01,68,51,1.3,broken clouds,2022-01-04 15:08:32
100,Laguna,US,38.421,-121.4238,53.76,77,90,1.01,overcast clouds,2022-01-04 15:08:32
101,Mount Isa,AU,-20.7333,139.5,78.57,57,13,3.44,few clouds,2022-01-04 15:08:32
102,Ixtapa,MX,20.7,-105.2,67.23,88,1,5.75,clear sky,2022-01-04 15:08:33
103,Vestmannaeyjar,IS,63.4427,-20.2734,34.79,47,0,14.97,clear sky,2022-01-04 15:05:00
104,Airai,TL,-8.9266,125.4092,61.75,94,100,1.45,overcast clouds,2022-01-04 15:08:33
105,Burns Lake,CA,54.2331,-125.7533,-12.87,90,100,2.75,overcast clouds,2022-01-04 15:08:34
106,Broome,US,42.2506,-75.833,26.82,78,40,4.0,scattered clouds,2022-01-04 15:08:34
107,Atar,MR,20.5169,-13.0499,81.9,11,33,14.09,scattered clouds,2022-01-04 15:08:35
108,Lavrentiya,RU,65.5833,-171.0,1.63,82,67,3.33,broken clouds,2022-01-04 15:08:35
109,Bubaque,GW,11.2833,-15.8333,79.34,60,24,10.67,few clouds,2022-01-04 15:08:35
110,Gondanglegi,ID,-7.7479,112.0132,75.49,86,100,5.39,overcast clouds,2022-01-04 15:08:36
111,Tyrma,RU,50.0833,132.1667,-29.42,100,45,1.32,scattered clouds,2022-01-04 15:08:36
112,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,88.77,47,71,7.76,broken clouds,2022-01-04 15:08:36
113,Souillac,MU,-20.5167,57.5167,80.37,80,79,11.77,broken clouds,2022-01-04 15:08:37
114,Iquitos,PE,-3.7481,-73.2472,89.64,62,0,8.05,clear sky,2022-01-04 15:08:37
115,Tiksi,RU,71.6872,128.8694,-36.11,97,99,9.84,overcast clouds,2022-01-04 15:08:19
116,Beni,CD,0.5,29.4667,78.49,55,100,1.92,overcast clouds,2022-01-04 15:08:38
117,Vardo,NO,70.3705,31.1107,19.38,73,75,12.66,broken clouds,2022-01-04 15:08:38
118,Tres Arroyos,AR,-38.3739,-60.2798,77.22,26,7,20.24,clear sky,2022-01-04 15:04:18
119,Jacareacanga,BR,-6.2222,-57.7528,82.42,75,97,3.27,overcast clouds,2022-01-04 15:08:39
120,Attur,IN,11.6,78.6167,70.92,82,36,5.32,scattered clouds,2022-01-04 15:08:39
121,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.59,94,75,12.66,light rain,2022-01-04 15:08:40
122,Jamestown,US,42.097,-79.2353,27.01,83,1,7.0,clear sky,2022-01-04 15:08:40
123,Palmerston,AU,-12.486,130.9833,85.98,82,20,10.36,few clouds,2022-01-04 15:08:41
124,Lorengau,PG,-2.0226,147.2712,81.32,77,92,9.55,overcast clouds,2022-01-04 15:08:41
125,Moerai,PF,-22.4333,-151.3333,79.16,74,98,8.28,light rain,2022-01-04 15:08:41
126,Virginia Beach,US,36.8529,-75.978,37.99,64,20,16.11,few clouds,2022-01-04 15:08:42
127,Kupang,ID,-10.1667,123.5833,80.11,86,100,7.23,overcast clouds,2022-01-04 15:08:42
128,The Valley,AI,18.217,-63.0578,82.26,74,5,11.43,clear sky,2022-01-04 15:05:14
129,Fortuna,US,40.5982,-124.1573,49.93,96,90,5.01,moderate rain,2022-01-04 15:08:43
130,Okhotsk,RU,59.3833,143.3,-14.3,85,7,14.85,clear sky,2022-01-04 15:08:43
131,Barrow,US,71.2906,-156.7887,-5.78,71,90,13.8,overcast clouds,2022-01-04 15:08:43
132,Buraydah,SA,26.326,43.975,57.31,28,0,8.25,clear sky,2022-01-04 15:08:32
133,Margate,GB,51.3813,1.3862,39.9,86,100,10.0,light rain,2022-01-04 15:08:44
134,Luganville,VU,-15.5333,167.1667,78.96,88,100,9.35,overcast clouds,2022-01-04 15:08:44
135,Pemba,MZ,-12.974,40.5178,83.1,69,75,14.97,broken clouds,2022-01-04 15:06:47
136,Luba,GQ,3.4568,8.5547,81.7,72,100,3.87,overcast clouds,2022-01-04 15:08:45
137,Mahebourg,MU,-20.4081,57.7,80.26,79,74,11.81,broken clouds,2022-01-04 15:08:45
138,Laizhou,CN,37.1717,119.9214,30.18,61,100,6.22,overcast clouds,2022-01-04 15:08:46
139,Hermanus,ZA,-34.4187,19.2345,73.9,67,25,13.09,scattered clouds,2022-01-04 15:08:46
140,Ukiah,US,39.1502,-123.2078,51.44,95,90,0.0,mist,2022-01-04 15:08:46
141,Victoria,HK,22.2855,114.1577,68.38,82,93,1.99,overcast clouds,2022-01-04 15:06:19
142,Aqtobe,KZ,50.2797,57.2072,10.49,79,40,11.18,light snow,2022-01-04 15:08:47
143,Mapimi,MX,25.8167,-103.85,45.37,32,29,2.46,scattered clouds,2022-01-04 15:08:47
144,Kaitangata,NZ,-46.2817,169.8464,56.95,98,100,2.13,overcast clouds,2022-01-04 15:08:48
145,Myaundzha,RU,63.0494,147.1858,-35.36,100,87,3.13,overcast clouds,2022-01-04 15:08:48
146,Farafangana,MG,-22.8167,47.8333,80.15,77,32,5.75,scattered clouds,2022-01-04 15:08:48
147,Sangar,RU,63.9242,127.4739,-38.33,98,100,2.8,overcast clouds,2022-01-04 15:08:49
148,Yulara,AU,-25.2406,130.9889,89.44,13,5,11.5,clear sky,2022-01-04 15:08:49
149,Westport,US,41.1415,-73.3579,27.45,60,0,4.0,clear sky,2022-01-04 15:08:49
150,Adre,TD,13.4667,22.2,78.78,19,4,7.23,clear sky,2022-01-04 15:08:50
151,Bengkulu,ID,-3.8004,102.2655,75.87,89,92,3.62,overcast clouds,2022-01-04 15:08:50
152,Pidhorodne,UA,48.5753,35.1068,36.64,99,100,6.11,overcast clouds,2022-01-04 15:08:22
153,Lebu,CL,-37.6167,-73.65,61.83,66,9,13.06,clear sky,2022-01-04 15:08:51
154,Nueve De Julio,AR,-35.4444,-60.8831,92.46,16,96,17.47,overcast clouds,2022-01-04 15:08:51
155,Suntar,RU,62.1444,117.6319,-49.14,100,55,1.03,broken clouds,2022-01-04 15:08:52
156,Ovalle,CL,-30.5983,-71.2003,82.51,39,0,5.59,clear sky,2022-01-04 15:04:57
157,Arraial Do Cabo,BR,-22.9661,-42.0278,85.86,62,75,14.97,broken clouds,2022-01-04 15:08:53
158,Ribeira Grande,PT,38.5167,-28.7,61.2,63,75,6.91,broken clouds,2022-01-04 15:08:53
159,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,23.61,91,100,7.54,snow,2022-01-04 15:08:53
160,Cuenca,EC,-2.8833,-78.9833,64.17,63,96,2.95,overcast clouds,2022-01-04 15:08:52
161,Lodingen,NO,68.414,15.9951,30.11,69,100,5.01,overcast clouds,2022-01-04 15:08:54
162,Ruteng,ID,-8.6136,120.4721,63.5,94,100,1.57,overcast clouds,2022-01-04 15:08:55
163,Piacabucu,BR,-10.4056,-36.4344,84.29,61,82,10.78,broken clouds,2022-01-04 15:08:55
164,Council Bluffs,US,41.2619,-95.8608,34.68,73,75,16.11,broken clouds,2022-01-04 15:04:47
165,Harsin,IR,34.2721,47.5861,40.01,58,89,4.83,overcast clouds,2022-01-04 15:08:56
166,Glenwood Springs,US,39.5505,-107.3248,29.43,73,1,1.01,clear sky,2022-01-04 15:08:56
167,New Norfolk,AU,-42.7826,147.0587,56.7,76,100,1.28,overcast clouds,2022-01-04 15:08:57
168,Grindavik,IS,63.8424,-22.4338,21.67,86,0,3.44,clear sky,2022-01-04 15:08:57
169,Arlit,NE,18.7369,7.3853,77.47,12,0,2.77,clear sky,2022-01-04 15:08:58
170,Fairbanks,US,64.8378,-147.7164,-29.24,98,1,5.75,clear sky,2022-01-04 15:05:07
171,Maceio,BR,-9.6658,-35.7353,85.44,65,75,9.22,broken clouds,2022-01-04 15:08:58
172,Spirovo,RU,57.419,34.9766,17.17,95,97,7.63,overcast clouds,2022-01-04 15:08:59
173,Pakenham,AU,-38.0667,145.4833,69.84,81,100,5.01,overcast clouds,2022-01-04 15:08:59
174,Harper,LR,4.375,-7.7169,82.63,72,55,6.44,light rain,2022-01-04 15:08:59
175,Imeni Poliny Osipenko,RU,52.4201,136.4853,-30.69,100,17,1.59,few clouds,2022-01-04 15:05:18
176,Jiupu,CN,41.0667,122.95,15.67,32,0,3.02,clear sky,2022-01-04 15:09:00
177,Ilulissat,GL,69.2167,-51.1,25.88,64,100,11.54,overcast clouds,2022-01-04 15:07:18
178,Katsuura,JP,35.1333,140.3,39.31,45,64,15.03,broken clouds,2022-01-04 15:09:01
179,Lensk,RU,60.7253,114.9278,-30.89,100,23,1.07,few clouds,2022-01-04 15:09:02
180,Xining,CN,36.6167,101.7667,27.1,35,0,0.76,clear sky,2022-01-04 15:09:02
181,Aschersleben,DE,51.75,11.4667,45.39,80,100,7.07,overcast clouds,2022-01-04 15:04:19
182,Erenhot,CN,43.6475,111.9767,13.93,54,0,3.69,clear sky,2022-01-04 15:09:03
183,Tiznit,MA,29.5833,-9.5,67.77,22,37,8.99,scattered clouds,2022-01-04 15:09:03
184,Polis,CY,35.0367,32.4264,64.22,81,94,12.12,overcast clouds,2022-01-04 15:09:04
185,Khingansk,RU,49.1167,131.1833,-22.68,95,5,1.83,clear sky,2022-01-04 15:09:04
186,Coihaique,CL,-45.5752,-72.0662,59.61,51,40,10.36,scattered clouds,2022-01-04 15:09:05
187,San Cristobal,VE,7.7669,-72.225,73.58,42,83,4.9,broken clouds,2022-01-04 15:09:05
188,Morwell,AU,-38.2333,146.4,66.9,95,100,7.27,overcast clouds,2022-01-04 15:09:05
189,Shelopugino,RU,51.6514,117.5599,-16.15,99,43,2.51,scattered clouds,2022-01-04 15:09:06
190,Tomatlan,MX,19.9333,-105.25,72.88,67,0,1.21,clear sky,2022-01-04 15:09:06
191,Pevek,RU,69.7008,170.3133,23.61,78,100,18.84,overcast clouds,2022-01-04 15:09:06
192,Tual,ID,-5.6667,132.75,80.69,84,100,20.49,overcast clouds,2022-01-04 15:09:07
193,Turayf,SA,31.6725,38.6637,50.86,59,1,11.86,clear sky,2022-01-04 15:09:07
194,Mata,PT,40.683,-7.4592,50.81,81,100,10.22,overcast clouds,2022-01-04 15:09:07
195,Tasiilaq,GL,65.6145,-37.6368,24.96,93,100,26.24,snow,2022-01-04 15:09:08
196,Klyuchi,RU,52.2667,79.1667,31.75,99,100,9.6,light snow,2022-01-04 15:09:08
197,Marsh Harbour,BS,26.5412,-77.0636,71.37,71,100,14.65,overcast clouds,2022-01-04 15:09:09
198,Kiruna,SE,67.8557,20.2251,2.32,92,90,1.14,light snow,2022-01-04 15:06:28
199,Georgetown,MY,5.4112,100.3354,82.89,77,20,0.0,few clouds,2022-01-04 15:09:09
200,Shelburne,CA,44.0787,-80.2041,24.12,92,99,12.77,overcast clouds,2022-01-04 15:09:10
201,Ahuimanu,US,21.4447,-157.8378,69.51,95,75,5.75,moderate rain,2022-01-04 15:09:10
202,Codrington,AU,-38.2667,141.9667,59.65,91,100,18.01,overcast clouds,2022-01-04 15:09:10
203,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,83.82,65,75,11.32,broken clouds,2022-01-04 15:09:11
204,Chinhoyi,ZW,-17.3667,30.2,73.99,81,72,5.48,moderate rain,2022-01-04 15:09:11
205,Egvekinot,RU,66.3167,-179.1667,6.44,97,98,3.0,overcast clouds,2022-01-04 15:09:11
206,Castro,BR,-24.7911,-50.0119,68.7,88,100,6.73,overcast clouds,2022-01-04 15:09:12
207,Karachi,PK,24.9056,67.0822,62.42,82,90,5.75,drizzle,2022-01-04 15:05:15
208,Dubovka,RU,49.0583,44.829,32.95,98,100,11.54,light snow,2022-01-04 15:09:12
209,Faanui,PF,-16.4833,-151.75,79.93,74,30,6.53,scattered clouds,2022-01-04 15:09:13
210,Tonj,SS,7.2737,28.6822,89.74,17,89,7.45,overcast clouds,2022-01-04 15:09:14
211,Bauchi,NG,10.5,10.0,82.51,22,100,7.23,overcast clouds,2022-01-04 15:06:37
212,Camopi,GF,3.1655,-52.3158,83.39,62,98,4.83,overcast clouds,2022-01-04 15:09:15
213,Norwich,GB,52.6278,1.2983,39.92,82,20,3.0,few clouds,2022-01-04 15:09:15
214,Upata,VE,8.0086,-62.3989,80.19,49,90,5.61,overcast clouds,2022-01-04 15:09:15
215,Lompoc,US,34.6391,-120.4579,52.79,87,75,0.0,fog,2022-01-04 15:09:16
216,Fare,PF,-16.7,-151.0167,80.19,73,86,5.73,overcast clouds,2022-01-04 15:09:16
217,Kollam,IN,8.8833,76.6,84.07,73,20,5.48,few clouds,2022-01-04 15:05:11
218,Sitka,US,57.0531,-135.33,19.29,49,90,12.66,overcast clouds,2022-01-04 15:09:17
219,Esperance,AU,-33.8667,121.9,62.64,79,20,17.67,few clouds,2022-01-04 15:09:17
220,Itarema,BR,-2.9248,-39.9167,88.36,58,71,14.97,broken clouds,2022-01-04 15:09:18
221,Sabang,ID,5.8933,95.3214,79.77,78,100,9.91,light rain,2022-01-04 15:09:18
222,Maturin,VE,9.75,-63.1767,81.64,60,58,7.96,broken clouds,2022-01-04 15:09:19
223,Santiago,CL,-33.4569,-70.6483,82.29,41,0,4.61,clear sky,2022-01-04 15:06:46
224,Amahai,ID,-3.3333,128.9167,78.53,84,100,5.1,overcast clouds,2022-01-04 15:09:20
225,Salalah,OM,17.0151,54.0924,78.89,73,0,6.91,clear sky,2022-01-04 15:07:49
226,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,57,81,2.08,broken clouds,2022-01-04 15:09:21
227,Hirara,JP,24.8,125.2833,70.52,67,93,17.25,overcast clouds,2022-01-04 15:09:21
228,Inhambane,MZ,-23.865,35.3833,81.72,64,3,13.35,clear sky,2022-01-04 15:09:21
229,Mehamn,NO,71.0357,27.8492,17.78,83,100,20.31,light snow,2022-01-04 15:09:22
230,Meridian,US,43.6121,-116.3915,34.09,96,90,3.44,mist,2022-01-04 15:09:22
231,Garowe,SO,8.4054,48.4845,84.34,28,83,3.67,broken clouds,2022-01-04 15:09:22
232,Naze,JP,28.3667,129.4833,56.43,65,47,3.98,scattered clouds,2022-01-04 15:09:23
233,Awbari,LY,26.5921,12.7805,64.83,32,0,6.29,clear sky,2022-01-04 15:09:23
234,Broken Hill,AU,-31.95,141.4333,65.12,45,9,17.67,clear sky,2022-01-04 15:09:23
235,San Patricio,US,28.017,-97.5169,59.94,60,20,2.46,few clouds,2022-01-04 15:09:24
236,Bethel,US,41.3712,-73.414,25.54,62,1,1.01,clear sky,2022-01-04 15:09:24
237,Havoysund,NO,70.9963,24.6622,17.83,87,100,23.78,light snow,2022-01-04 15:09:24
238,Hithadhoo,MV,-0.6,73.0833,83.55,65,100,2.48,overcast clouds,2022-01-04 15:09:25
239,Torbay,CA,47.6666,-52.7314,23.58,92,90,11.5,snow,2022-01-04 15:09:25
240,Babati,TZ,-4.2167,35.75,82.47,23,100,6.38,overcast clouds,2022-01-04 15:09:26
241,Geraldton,AU,-28.7667,114.6,74.12,83,0,13.8,clear sky,2022-01-04 15:09:26
242,Teseney,ER,15.11,36.6575,81.21,29,12,11.83,few clouds,2022-01-04 15:09:27
243,Madison,US,34.7334,-86.5667,35.24,94,48,1.99,scattered clouds,2022-01-04 15:09:27
244,Namie,JP,37.4833,141.0,32.97,75,14,16.13,few clouds,2022-01-04 15:09:27
245,Quelimane,MZ,-17.8786,36.8883,82.74,68,100,8.37,overcast clouds,2022-01-04 15:09:28
246,Kayerkan,RU,69.3497,87.7602,0.37,94,100,11.81,light snow,2022-01-04 15:09:28
247,Carnarvon,AU,-24.8667,113.6333,78.87,73,0,19.57,light rain,2022-01-04 15:09:29
248,Longyearbyen,SJ,78.2186,15.6401,1.24,71,20,12.66,few clouds,2022-01-04 15:09:29
249,San Quintin,MX,30.4833,-115.95,52.45,77,99,8.23,overcast clouds,2022-01-04 15:09:29
250,Vostok,RU,46.4856,135.8833,-24.99,98,33,3.83,scattered clouds,2022-01-04 15:09:30
251,Siruguppa,IN,15.6333,76.9,72.99,42,24,5.95,few clouds,2022-01-04 15:09:30
252,Altay,CN,47.8667,88.1167,17.22,59,19,8.23,few clouds,2022-01-04 15:09:30
253,Sinegorye,RU,62.0788,150.477,-10.48,99,100,2.08,overcast clouds,2022-01-04 15:09:31
254,Half Moon Bay,US,37.4636,-122.4286,55.15,96,90,0.0,mist,2022-01-04 15:09:31
255,Eirunepe,BR,-6.6603,-69.8736,82.08,84,97,3.47,overcast clouds,2022-01-04 15:09:32
256,Rye,US,40.9807,-73.6837,27.91,62,0,1.01,clear sky,2022-01-04 15:09:32
257,Champerico,GT,14.3,-91.9167,86.76,66,0,0.72,clear sky,2022-01-04 15:09:32
258,Jinji,CN,23.2281,110.8261,65.32,74,1,0.51,clear sky,2022-01-04 15:09:33
259,Wufeng,CN,27.45,104.8333,33.93,89,80,3.4,broken clouds,2022-01-04 15:09:33
260,Ozernovskiy,RU,51.5,156.5167,25.92,65,100,6.46,overcast clouds,2022-01-04 15:09:33
261,Svetlogorsk,BY,52.6333,29.7333,35.01,96,100,6.2,overcast clouds,2022-01-04 15:08:39
